take_id,object_id,cam,frame_idx,gt_obj_exists,pred_obj_exists,iou,shape_acc,existence_acc,location_score,gt_area,pred_area
464c4a51-a74f-4ff4-9ece-8d38b9c22bfc,sheet music,aria01_214-1_gp04,0,1,1,0.9367559523577194,1.0,True,0.0020833333333333333,3986,3823
464c4a51-a74f-4ff4-9ece-8d38b9c22bfc,sheet music,aria01_214-1_gp04,300,1,1,0.9468850831236812,1.0,True,0.0020833333333333333,3986,3858
464c4a51-a74f-4ff4-9ece-8d38b9c22bfc,sheet music,aria01_214-1_gp04,600,1,1,0.9490099009666088,1.0,True,0.0020833333333333333,3986,3888
464c4a51-a74f-4ff4-9ece-8d38b9c22bfc,sheet music,aria01_214-1_gp04,900,1,1,0.9481775353099882,1.0,True,0.0020833333333333333,3986,3871
464c4a51-a74f-4ff4-9ece-8d38b9c22bfc,sheet music,aria01_214-1_gp04,1200,1,1,0.9465214161686922,1.0,True,0.0020833333333333333,3986,3876
464c4a51-a74f-4ff4-9ece-8d38b9c22bfc,sheet music,aria01_214-1_gp04,1500,1,1,0.9506815365315816,1.0,True,0.0020833333333333333,3986,3885
464c4a51-a74f-4ff4-9ece-8d38b9c22bfc,sheet music,aria01_214-1_gp04,1800,1,1,0.9490936180544055,1.0,True,0.0020833333333333333,3986,3863
464c4a51-a74f-4ff4-9ece-8d38b9c22bfc,sheet music,aria01_214-1_gp04,2100,1,1,0.9521566682956828,1.0,True,0.0020833333333333333,3986,3889
464c4a51-a74f-4ff4-9ece-8d38b9c22bfc,sheet music,aria01_214-1_gp04,2400,1,1,0.9499132159447083,1.0,True,0.0020833333333333333,3986,3878
464c4a51-a74f-4ff4-9ece-8d38b9c22bfc,sheet music,aria01_214-1_gp04,2700,1,1,0.9496277915397116,1.0,True,0.0020833333333333333,3986,3871
464c4a51-a74f-4ff4-9ece-8d38b9c22bfc,sheet music,aria01_214-1_gp04,3000,1,1,0.9488071570340754,1.0,True,0.0020833333333333333,3986,3856
464c4a51-a74f-4ff4-9ece-8d38b9c22bfc,sheet music,aria01_214-1_gp04,3300,1,1,0.9491567460082054,1.0,True,0.0020833333333333333,3986,3873
464c4a51-a74f-4ff4-9ece-8d38b9c22bfc,sheet music,aria01_214-1_gp04,3600,1,1,0.9508440913368709,1.0,True,0.0020833333333333333,3986,3872
464c4a51-a74f-4ff4-9ece-8d38b9c22bfc,sheet music,aria01_214-1_gp04,3900,1,1,0.9508318847541388,1.0,True,0.0020833333333333333,3986,3870
464c4a51-a74f-4ff4-9ece-8d38b9c22bfc,sheet music,aria01_214-1_gp04,4200,1,1,0.9498136645726755,1.0,True,0.0020833333333333333,3986,3862
464c4a51-a74f-4ff4-9ece-8d38b9c22bfc,sheet music,aria01_214-1_gp04,4500,1,1,0.9507952286046025,1.0,True,0.0020833333333333333,3986,3864
464c4a51-a74f-4ff4-9ece-8d38b9c22bfc,sheet music,aria01_214-1_gp04,4800,1,1,0.950310558982601,1.0,True,0.0020833333333333333,3986,3864
464c4a51-a74f-4ff4-9ece-8d38b9c22bfc,sheet music,aria01_214-1_gp04,5100,1,1,0.9493041749267072,1.0,True,0.0020833333333333333,3986,3858
464c4a51-a74f-4ff4-9ece-8d38b9c22bfc,sheet music,aria01_214-1_gp04,5400,1,1,0.9488833746662808,1.0,True,0.0020833333333333333,3986,3868
464c4a51-a74f-4ff4-9ece-8d38b9c22bfc,sheet music,aria01_214-1_gp04,5700,1,1,0.9482972905555979,1.0,True,0.0020833333333333333,3986,3852
464c4a51-a74f-4ff4-9ece-8d38b9c22bfc,sheet music,aria01_214-1_gp04,6000,1,1,0.9495275981862376,1.0,True,0.0020833333333333333,3986,3855
464c4a51-a74f-4ff4-9ece-8d38b9c22bfc,sheet music,aria01_214-1_gp04,6300,1,1,0.9499132159447083,1.0,True,0.0020833333333333333,3986,3878
464c4a51-a74f-4ff4-9ece-8d38b9c22bfc,sheet music,aria01_214-1_gp04,6600,1,1,0.94261686863857,1.0,True,0.0020833333333333333,3992,3862
464c4a51-a74f-4ff4-9ece-8d38b9c22bfc,sheet music,aria01_214-1_gp04,6900,1,1,0.9349593495766042,0.9969040247678018,True,0.006073908223797188,5431,5279
464c4a51-a74f-4ff4-9ece-8d38b9c22bfc,guitar,aria01_214-1_gp04,600,1,1,0.9482005021766186,0.9847198641765704,True,0.0,10589,10360
464c4a51-a74f-4ff4-9ece-8d38b9c22bfc,guitar,aria01_214-1_gp04,900,1,1,0.7924573624726362,0.7663898350491791,True,0.00736569563735987,10009,12377
464c4a51-a74f-4ff4-9ece-8d38b9c22bfc,guitar,aria01_214-1_gp04,1200,1,1,0.9146923869190495,0.9346649913687838,True,0.007933096985274904,9889,10558
464c4a51-a74f-4ff4-9ece-8d38b9c22bfc,guitar,aria01_214-1_gp04,1500,1,1,0.9310576277597942,0.8914616497829233,True,0.004419417382415922,9951,10188
464c4a51-a74f-4ff4-9ece-8d38b9c22bfc,guitar,aria01_214-1_gp04,1800,1,1,0.9518721724809714,0.9136186770428015,True,0.002946278254943948,10091,10187
464c4a51-a74f-4ff4-9ece-8d38b9c22bfc,guitar,aria01_214-1_gp04,2100,1,1,0.9243912420613424,0.9524291946584944,True,0.00736569563735987,9160,9649
464c4a51-a74f-4ff4-9ece-8d38b9c22bfc,guitar,aria01_214-1_gp04,2400,1,1,0.9178545790081236,0.9480197064611982,True,0.00858980338670346,9105,9596
464c4a51-a74f-4ff4-9ece-8d38b9c22bfc,guitar,aria01_214-1_gp04,4200,1,1,0.8095690747717873,0.8166417902658468,True,0.009316949906249124,10433,12411
464c4a51-a74f-4ff4-9ece-8d38b9c22bfc,guitar,aria01_214-1_gp04,2700,1,1,0.9278235893548797,0.8785099428628458,True,0.004658474953124562,10143,10664
